"ID";"Geracao";"Paridade";"Status";"Nome";"Observacoes"
"=""0288""";"G02";"Par";"Livre";"";"Sugestao topo inverso"
"=""0287""";"G02";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0286""";"G02";"Par";"Livre";"";"Sugestao topo inverso"
"=""0285""";"G02";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0284""";"G02";"Par";"Livre";"";"Sugestao topo inverso"
"=""0283""";"G02";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0282""";"G02";"Par";"Livre";"";"Sugestao topo inverso"
"=""0281""";"G02";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0280""";"G02";"Par";"Livre";"";"Sugestao topo inverso"
"=""0399""";"G03";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0398""";"G03";"Par";"Livre";"";"Sugestao topo inverso"
"=""0397""";"G03";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0396""";"G03";"Par";"Livre";"";"Sugestao topo inverso"
"=""0395""";"G03";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0394""";"G03";"Par";"Livre";"";"Sugestao topo inverso"
"=""0393""";"G03";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0392""";"G03";"Par";"Livre";"";"Sugestao topo inverso"
"=""0391""";"G03";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0390""";"G03";"Par";"Livre";"";"Sugestao topo inverso"
"=""0389""";"G03";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0388""";"G03";"Par";"Livre";"";"Sugestao topo inverso"
"=""0387""";"G03";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0386""";"G03";"Par";"Livre";"";"Sugestao topo inverso"
"=""0385""";"G03";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0384""";"G03";"Par";"Livre";"";"Sugestao topo inverso"
"=""0383""";"G03";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0382""";"G03";"Par";"Livre";"";"Sugestao topo inverso"
"=""0381""";"G03";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0380""";"G03";"Par";"Livre";"";"Sugestao topo inverso"
"=""0499""";"G04";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0498""";"G04";"Par";"Livre";"";"Sugestao topo inverso"
"=""0497""";"G04";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0496""";"G04";"Par";"Livre";"";"Sugestao topo inverso"
"=""0495""";"G04";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0494""";"G04";"Par";"Livre";"";"Sugestao topo inverso"
"=""0493""";"G04";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0492""";"G04";"Par";"Livre";"";"Sugestao topo inverso"
"=""0491""";"G04";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0490""";"G04";"Par";"Livre";"";"Sugestao topo inverso"
"=""0489""";"G04";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0488""";"G04";"Par";"Livre";"";"Sugestao topo inverso"
"=""0487""";"G04";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0486""";"G04";"Par";"Livre";"";"Sugestao topo inverso"
"=""0485""";"G04";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0484""";"G04";"Par";"Livre";"";"Sugestao topo inverso"
"=""0483""";"G04";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0482""";"G04";"Par";"Livre";"";"Sugestao topo inverso"
"=""0481""";"G04";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0480""";"G04";"Par";"Livre";"";"Sugestao topo inverso"
"=""0599""";"G05";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0598""";"G05";"Par";"Livre";"";"Sugestao topo inverso"
"=""0597""";"G05";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0596""";"G05";"Par";"Livre";"";"Sugestao topo inverso"
"=""0595""";"G05";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0594""";"G05";"Par";"Livre";"";"Sugestao topo inverso"
"=""0593""";"G05";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0592""";"G05";"Par";"Livre";"";"Sugestao topo inverso"
"=""0591""";"G05";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0590""";"G05";"Par";"Livre";"";"Sugestao topo inverso"
"=""0589""";"G05";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0588""";"G05";"Par";"Livre";"";"Sugestao topo inverso"
"=""0587""";"G05";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0586""";"G05";"Par";"Livre";"";"Sugestao topo inverso"
"=""0585""";"G05";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0584""";"G05";"Par";"Livre";"";"Sugestao topo inverso"
"=""0583""";"G05";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0582""";"G05";"Par";"Livre";"";"Sugestao topo inverso"
"=""0581""";"G05";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0580""";"G05";"Par";"Livre";"";"Sugestao topo inverso"
"=""0699""";"G06";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0698""";"G06";"Par";"Livre";"";"Sugestao topo inverso"
"=""0697""";"G06";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0696""";"G06";"Par";"Livre";"";"Sugestao topo inverso"
"=""0695""";"G06";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0694""";"G06";"Par";"Livre";"";"Sugestao topo inverso"
"=""0693""";"G06";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0692""";"G06";"Par";"Livre";"";"Sugestao topo inverso"
"=""0691""";"G06";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0690""";"G06";"Par";"Livre";"";"Sugestao topo inverso"
"=""0689""";"G06";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0688""";"G06";"Par";"Livre";"";"Sugestao topo inverso"
"=""0687""";"G06";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0686""";"G06";"Par";"Livre";"";"Sugestao topo inverso"
"=""0685""";"G06";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0684""";"G06";"Par";"Livre";"";"Sugestao topo inverso"
"=""0683""";"G06";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0682""";"G06";"Par";"Livre";"";"Sugestao topo inverso"
"=""0681""";"G06";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0680""";"G06";"Par";"Livre";"";"Sugestao topo inverso"
"=""0799""";"G07";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0798""";"G07";"Par";"Livre";"";"Sugestao topo inverso"
"=""0797""";"G07";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0796""";"G07";"Par";"Livre";"";"Sugestao topo inverso"
"=""0795""";"G07";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0794""";"G07";"Par";"Livre";"";"Sugestao topo inverso"
"=""0793""";"G07";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0792""";"G07";"Par";"Livre";"";"Sugestao topo inverso"
"=""0791""";"G07";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0790""";"G07";"Par";"Livre";"";"Sugestao topo inverso"
"=""0789""";"G07";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0788""";"G07";"Par";"Livre";"";"Sugestao topo inverso"
"=""0787""";"G07";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0786""";"G07";"Par";"Livre";"";"Sugestao topo inverso"
"=""0785""";"G07";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0784""";"G07";"Par";"Livre";"";"Sugestao topo inverso"
"=""0783""";"G07";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0782""";"G07";"Par";"Livre";"";"Sugestao topo inverso"
"=""0781""";"G07";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0780""";"G07";"Par";"Livre";"";"Sugestao topo inverso"
"=""0899""";"G08";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0898""";"G08";"Par";"Livre";"";"Sugestao topo inverso"
"=""0897""";"G08";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0896""";"G08";"Par";"Livre";"";"Sugestao topo inverso"
"=""0895""";"G08";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0894""";"G08";"Par";"Livre";"";"Sugestao topo inverso"
"=""0893""";"G08";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0892""";"G08";"Par";"Livre";"";"Sugestao topo inverso"
"=""0891""";"G08";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0890""";"G08";"Par";"Livre";"";"Sugestao topo inverso"
"=""0889""";"G08";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0888""";"G08";"Par";"Livre";"";"Sugestao topo inverso"
"=""0887""";"G08";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0886""";"G08";"Par";"Livre";"";"Sugestao topo inverso"
"=""0885""";"G08";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0884""";"G08";"Par";"Livre";"";"Sugestao topo inverso"
"=""0883""";"G08";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0882""";"G08";"Par";"Livre";"";"Sugestao topo inverso"
"=""0881""";"G08";"Impar";"Livre";"";"Sugestao topo inverso"
"=""0880""";"G08";"Par";"Livre";"";"Sugestao topo inverso"
